work_id;performance_id;bin;artist;title;language
118399;160380;9;Frank Sinatra - Orchestra under the direction of Axel Stordahl;Day by Day;English
4846;4846;9;Irene Dunne;The Folks Who Live on the Hill;English
38517;115203;9;Bing Crosby;I Don't Stand a Ghost of a Chance with You;English
53997;53997;9;Tony Bennett with Percy Faith & His Orchestra;Blue Velvet;English
3260;3260;9;Gene Austin;Yes Sir, That's My Baby;English
47101;47101;9;Frankie Avalon - Orch. & Chor. directed by Peter De Angelis;Venus;English
86939;86939;9;John Raitt;Hey There;English
11649;11649;9;Johnny Hodges and Orchestra;Day Dream;English
115249;137291;9;Gus Arnheim and His Cocoanut Grove Orchestra - Vocal Refrain by Bing Crosby;I Surrender, Dear;English
127392;233399;9;Billie Holiday;That Ole Devil Called Love;English
13127;13127;9;Eric Clapton;Tears in Heaven;English
11054;11054;9;Sting;Englishman in New York;English
7584;7584;9;Carol Bruce;You Don't Know What Love Is;English
53687;53687;9;Ma Rainey acc. by Her Georgia Jazz Band;See See Rider Blues;English
3145;3145;9;Petula Clark;Downtown;English
15223;821036;9;Fred Astaire with Johnny Green and His Orchestra;Pick Yourself Up;English
5071;5071;9;Bobbie Gentry;Ode to Billie Joe;English
10065;10065;9;Hank Snow and His Rainbow Ranch Boys;I'm Moving On;English
4843;202900;9;Harry James and His Orchestra - Vocal Chorus by Buddy Di Vito;The More I See You;English
34699;34699;9;Tullio Carminati;The Song Is You;English
303;303;10;The Beatles;All My Loving;English
9350;186650;10;Jackie and Roy;Spring Can Really Hang You Up the Most;English
22148;22148;10;Petula Clark;Call Me;English
4826;4826;10;Fred Astaire;The Way You Look Tonight;English
139740;330884;10;Sia;Chandelier;English
11484;11484;10;Harry Richman;Exactly Like You;English
6403;6403;10;Nirvana [US];Come as You Are;English
132685;289626;10;George Olsen and His Orchestra;Everything I Have Is Yours;English
2673;2673;10;Bob Dylan;Blowin' in the Wind;English
13695;13695;10;Hank Williams with His Drifting Cowboys;Your Cheatin' Heart;English
28547;28547;10;Sonny Thompson - Lula Reed;I'll Drown in My Tears;English
4642;4642;10;Cher;Bang Bang (My Baby Shot Me Down);English
10154;10154;10;Brenda Lee;Rockin' Around the Christmas Tree;English
31003;1114356;10;Bonnie Dobson;The First Time Ever I Saw Your Face;English
5162;5162;10;Black Sabbath;Iron Man;English
4916;4916;10;"Nat ""King"" Cole";That's All;English
46408;46408;10;Carpenters;I Won't Last a Day Without You;English
125147;217158;10;Carl Ravell (The Singing Maestro) and His Orchestra;So Rare;English
132490;269904;10;João Gilberto;O Pato;Portuguese
625;625;10;Bob Dylan;The Times They Are A-Changin';English
367;367;10;Aerosmith;Dream On;English
135493;295487;10;Adele;Skyfall;English
7878;1088630;10;Les Brown and His Orchestra - Vocal Refrain by Shirley Howard;I Concentrate on You;English
7245;7245;10;Elaine Paige;Memory;English
226;226;10;Ben E. King;Stand by Me;English
13552;13552;10;Isabel Bigley;If I Were a Bell;English
39785;39785;10;Sophie Tucker;Some of These Days;English
5141;5141;10;Stevie Wonder;Living for the City;English
78838;269549;10;Sergio Mendes & Brasil '66;Triste;Portuguese
8872;8872;10;Bonnie Raitt;I Can't Make You Love Me;English
52851;52851;10;The Undisputed Truth;Papa Was a Rollin' Stone;English
85332;85332;10;Baden Powell e Vinicius de Moraes;Canto de Ossanha;Portuguese
42934;42934;10;Jose Collins;Peg o' My Heart;English
22451;22451;10;The Lovin' Spoonful;Daydream;English
20036;166886;10;Glen Gray and The Casa Loma Orchestra - Vocal Chorus by Eugenie Baird;My Shining Hour;English
109122;109124;10;Peggy Lee with Dave Barbour and His Orchestra;Golden Earrings;English
57375;57378;10;Guy Lombardo and His Royal Canadians;Auld Lang Syne;English
4728;4728;10;Celine Dion;My Heart Will Go On;English
114608;326907;10;The Radiolites;Sweet Lorraine;English
20064;20064;10;Carole King;I Feel the Earth Move;English
3904;333897;10;Roland Gerbeau;Que reste-t-il de nos amours ?;French
10577;10577;10;Ray Heatherton & Mitzi Green;Where or When;English
4749;338080;10;Richard Chamberlain;They Long to Be Close to You;English
4820;4820;10;Peter Cookson;It's All Right with Me;English
1362;1362;10;The Beatles with Billy Preston;Don't Let Me Down;English
59319;59319;10;Johnny Marvin;'Deed I Do;English
42311;42311;10;The Clovers;One Mint Julep;English
61933;61933;10;Jimmy Dorsey and His Orchestra - Vocal Chorus by Bob Eberly;All or Nothing at All;English
27911;498823;10;Martha Tilton with Paul Weston and His Orchestra;You Make Me Feel So Young;English
21025;21025;10;Billy Joel;Just the Way You Are;English
30424;30424;10;Bread;Make It with You;English
4277;4277;10;Eagles;Hotel California;English
642;642;10;The Leaves;Hey Joe, Where You Gonna Go;English
6441;122889;10;Mary Martin;The Sound of Music;English
10253;444618;10;Ruthann Friedman;Windy;English
11823;11823;10;Doris Day and Nestor Amaral;It's Magic;English
14229;386557;10;The Beatles;Love Me Do;English
623;623;10;Simon and Garfunkel;The Sound of Silence;English
177431;640788;10;Keala Settle & The Greatest Showman Ensemble;This Is Me;English
17274;17274;10;Frank Sinatra;Come Fly with Me;English
6485;6488;10;Ashley and Foster;House of the Rising Sun;English
32058;32058;10;Sarah Brightman & Steve Barton;All I Ask of You;English
284;160971;10;Cy Grant;Feeling Good;English
115692;845132;10;Phyllis Cleveland and Skeets Gallagher;I Want to Be Happy;English
119996;170394;10;The Revelers;Cottage for Sale;English
11249;404725;10;Danny Williams;This Guy's in Love with You;English
114408;318650;10;Johnnie Johnston with Paul Weston and His Orchestra;Spring Will Be a Little Late This Year;English
161;161;10;Cyndi Lauper;Time After Time;English
5440;5440;10;Mitzi Green;My Funny Valentine;English
7552;7552;10;Kelly Gordon;He Ain't Heavy, He's My Brother;English
3074;3074;10;The Beatles;Help!;English
144326;363860;10;Ellie Goulding;Love Me Like You Do;English
20710;20710;10;Jimmy Dorsey and His Orchestra;On Green Dolphin Street;English
1812;1812;10;Gilbert Bécaud;Et maintenant;French
124199;210636;10;Ozzie Nelson and His Orchestra;Say It Isn't So;English
3978;3978;10;The Jimi Hendrix Experience;Little Wing;English
33804;33804;10;Little Anthony and The Imperials;Goin' out of My Head;English
146806;380400;10;The King Cole Trio;No Moon at All;English
9297;9297;10;Lionel Hampton & His Orchestra;Midnight Sun;English
27477;152145;10;Warren Burton and Company;Aquarius;English
11657;276375;10;Emilio Tuero;Bésame mucho;Spanish
136166;302102;10;Pharrell Williams;Happy;English
3744;3744;10;The Four Voices;Sealed with a Kiss;English
27790;27790;10;Neil Diamond;Song Sung Blue;English
69943;69943;10;Duke Ellington and His Orchestra;Solitude;English
117849;373258;10;John Laurenz;Red Roses for a Blue Lady;English
19903;173303;10;The Sunshine Company;Up, up and Away;English
11358;819093;10;Glenn Miller and His Orchestra - Vocal Refrain by Ray Eberle and The Modernaires;You Stepped out of a Dream;English
6676;6676;10;Metallica;One;English
25000;25000;10;Jennifer Rush;The Power of Love;English
159387;511617;10;George Robey and Violet Loraine;If You Were the Only Girl (In the World);English
3092;3092;10;Ben E. King;Spanish Harlem;English
129436;247037;10;Gene Austin;The Lonesome Road;English
1378;1378;10;King Cole with Orchestra conducted by Frank DeVol;Nature Boy;English
4837;4837;10;Hiram Sherman, Frances Mercer, Hollace Shaw, Ralph Stuart;All the Things You Are;English
7816;7816;10;Duke Ellington and His Famous Orchestra;It Don't Mean a Thing (If It Ain't Got That Swing);English
